Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_181	WP_004683999	COG0028	0	EH	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	IlvB	Isoleucine, leucine, valine biosynthesis		1BFD
group_1810	WP_004681140	COG1744	2	T	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN	Med		21622736	2FQW
group_1811	WP_002966584	COG0410	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivF	LivF		26527648;32250026	1JI0
group_1812	WP_006256650	COG0411	2	E	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG		29514851	1G9X
group_1813	WP_005972144	COG4133	3	O	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	CcmA			
group_1814	WP_004681102	COG4177	0	E	ABC-type branched-chain amino acid transport system, permease component	LivM			
group_1816	WP_004681009	COG1344	2	N	Flagellin and related hook-associated protein FlgL	FlgL			1IO1
group_1818	WP_002972258	COG1298	2	N	Flagellar biosynthesis protein FlhA	FlhA			6AI0
group_182	WP_012091810	COG0842	1	V	ABC-type multidrug transport system, permease component	YadH			
group_182	WP_012091810	COG1131	1	V	ABC-type multidrug transport system, ATPase component	CcmA			5DO7
group_1820	WP_002966658	COG0735	0	P	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	Fur			1MZB
group_1823	WP_004683734	COG2261	3	R	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	YeaQ			
group_1824	WP_002964079	COG3536	0	S	Uncharacterized conserved protein, DUF971 family				2L6N
group_1825	WP_004683729	COG0746	0	H	Molybdopterin-guanine dinucleotide biosynthesis protein A	MobA	Molybdopterin biosynthesis	32239579	1E5K
group_1827	WP_002964059	COG2151	0	O	Metal-sulfur cluster biosynthetic enzyme	PaaD			1UWD
group_1828	WP_002964058	COG0520	0	E	Selenocysteine lyase/Cysteine desulfurase	CsdA			4LW2
group_1832	WP_002964036	COG0511	0	I	Biotin carboxyl carrier protein	AccB	Fatty acid biosynthesis		1A6X
group_1833	WP_005969165	COG2360	0	O	Leu/Phe-tRNA-protein transferase	Aat			2CXA
group_1834	WP_002964032	COG3761	0	C	NADH:ubiquinone oxidoreductase NDUFA12 subunit (Leigh syndrome)	NDUFA12	NADH dehydrogenase		
group_1836	WP_002964020	COG2607	0	R	Predicted ATPase, AAA+ superfamily	Atu1564			
group_1838	WP_004683692	COG1525	0	L	Endonuclease YncB, thermonuclease family	YncB			
group_1839	WP_002963994	COG3577	0	R	Predicted aspartyl protease				5C9F
group_184	WP_004683953	COG1903	0	H	Cobalamin biosynthesis protein CbiD (cobalt-precorrin-5B C-methyltransferase)	CbiD	Cobalamine/B12 biosynthesis		1SR8
group_1840	WP_004683668	COG0304	0	IQ	3-oxoacyl-(acyl-carrier-protein) synthase	FabB	Fatty acid biosynthesis	21652641	2UV8
group_1841	WP_004683658	COG3545	0	R	Predicted esterase of the alpha/beta hydrolase fold	YdeN		15159570	1UXO
group_1844	WP_004683631	COG0442	0	J	Prolyl-tRNA synthetase	ProS	Aminoacyl-tRNA synthetases		5XIF
group_1846	WP_004683622	COG1008	0	C	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	NuoM	NADH dehydrogenase		6HUM
group_185	WP_005968195	COG3108	1	S	Uncharacterized conserved protein YcbK, DUF882 family	YcbK			
group_1850	WP_010657981	COG1937	0	K	DNA-binding transcriptional regulator, FrmR family	FrmR			2HH7
group_1851	WP_002968105	COG1062	0	C	Zn-dependent alcohol/formaldehyde dehydrogenase	FrmA			1A71
group_1853	WP_002965914	COG5457	0	S	Uncharacterized conserved protein YjiS, DUF1127 family	YjiS			
group_1856	WP_004681974	COG0395	0	G	ABC-type glycerol-3-phosphate transport system, permease component	UgpE			1VR4
group_1857	WP_002967276	COG3839	0	G	ABC-type sugar transport system, ATPase component MalK	MalK			2ONK
group_1858	WP_004681957	COG0834	0	ET	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	HisJ			1GGG
group_1859	WP_002972090	COG5631	0	K	Predicted transcription regulator, contains HTH domain, MarR family				
group_186	WP_004685697	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_186	WP_004685697	COG0793	3	O	C-terminal processing protease CtpA/Prc, contains a PDZ domain	CtpA			6IQU
group_1860	WP_002968468	COG4605	0	P	ABC-type enterochelin transport system, permease component	CeuC			
group_1861	WP_002965972	COG5457	2	S	Uncharacterized conserved protein YjiS, DUF1127 family	YjiS			
group_1862	WP_004681939	COG0590	1	J	tRNA(Arg) A34 adenosine deaminase TadA	TadA	Pyrimidine salvagetRNA modification		2A8N
group_1863	WP_004681933	COG2355	0	OE	Zn-dependent dipeptidase, microsomal dipeptidase homolog			14499931	1ITQ
group_1864	WP_004681927	COG0015	2	F	Adenylosuccinate lyase	PurB	Purine biosynthesis		2HVG
group_1865	WP_002969866	COG0744	1	M	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	MrcB			3FWL
group_1868	WP_002969444	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_1869	WP_025198991	COG4520	0	M	Surface antigen	LipA17			
group_187	WP_004683892	COG1686	0	M	D-alanyl-D-alanine carboxypeptidase	DacC			1HD8
group_1871	WP_004683386	COG1432	0	R	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation	LabA			2QIP
group_1873	WP_002971501	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_1874	WP_002963805	COG0571	0	K	dsRNA-specific ribonuclease	Rnc			1DI2
group_1875	WP_002963816	COG2135	0	L	ssDNA abasic site-binding protein YedK/HMCES, SRAP family	SRAP		30554877;31504793	1ZN6
group_1876	WP_002967521	COG1279	0	E	Arginine exporter protein ArgO	ArgO			
group_1878	WP_004683433	COG1452	0	M	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	LptD			4N4R
group_1879	WP_002963832	COG2927	0	L	DNA polymerase III, chi subunit	HolC			1EM8
group_1880	WP_002967531	COG3126	1	S	Uncharacterized lipoprotein YbaY	YbaY			5WEC
group_1880	WP_002967531	COG3187	1	O	Heat shock protein HslJ	HslJ			2KTS
group_1881	WP_004683468	COG0625	0	O	Glutathione S-transferase	GstA			1A0F
group_1882	WP_002967534	COG3719	0	J	Ribonuclease I	RnaI			1BK7
group_1883	WP_004683478	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_1884	WP_004683486	COG0150	0	F	Phosphoribosylaminoimidazole (AIR) synthetase	PurM	Purine biosynthesis		1CLI
group_1886	WP_002963858	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_189	WP_004683888	COG3146	0	R	Predicted N-acyltransferase				
group_1891	WP_004683523	COG4991	3	S	Uncharacterized conserved protein YraI	YraI			2E52
group_1892	WP_002963881	COG0834	1	ET	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	HisJ			1GGG
group_1893	WP_002963884	COG1126	0	E	ABC-type polar amino acid transport system, ATPase component	GlnQ			4YMS
group_1894	WP_004683537	COG4391	1	S	Uncharacterized protein, contains Zn-finger domain				2JRR
group_19	WP_004684499	COG3468	1	MU	Autotransporter adhesin AidA	AidA			
group_1901	WP_004683803	COG0385	0	R	Predicted Na+-dependent transporter YfeH	YfeH		21175741	4N7X
group_1903	WP_004683782	COG1058	0	L	ADP-ribose pyrophosphatase domain of DNA damage- and competence-inducible protein CinA	CinA		25313401	4CT9
group_1905	WP_002964163	COG0494	1	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_1907	WP_002970018	COG0492	2	O	Thioredoxin reductase	TrxB			3FBS
group_191	WP_002969339	COG0654	0	HC	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	UbiH	Ubiquinone biosynthesis		1BF3
group_1910	WP_004683753	COG5387	0	O	Mitochondrial FoF1-type ATP synthase assembly chaperone ATP12	Atp12			2P4X
group_1911	WP_004683749	COG1235	0	P	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	PhnP			6B9V
group_1912	WP_002964111	COG0470	0	L	DNA polymerase III, delta prime subunit	HolB			1A5T
group_1913	WP_002964109	COG1686	0	M	D-alanyl-D-alanine carboxypeptidase	DacC			1HD8
group_1916	WP_004682512	COG0235	0	EG	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	AraD	Urea cycle	31950558	1FUA
group_1918	WP_002967391	COG1177	0	E	ABC-type spermidine/putrescine transport system, permease component II	PotC			
group_1919	WP_004684753	COG0444	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD			4FWI
group_1920	WP_002969388	COG0444	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD			4FWI
group_1921	WP_004682535	COG0444	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD			4FWI
group_1922	WP_004683211	COG1682	0	G	ABC-type polysaccharide/teichoic acid/polyol phosphate export permease	TagG			6JBH
group_1923	WP_002963677	COG1134	0	G	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	TagH			6JBH
group_1927	WP_002967466	COG3324	0	R	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family	VOC		31710815	3OXH
group_1928	WP_004686567	COG1230	0	P	Co/Zn/Cd efflux system component	CzcD			
group_1929	WP_004683169	COG5389	0	S	Uncharacterized conserved protein, DUF721 domain				
group_193	WP_005971769	COG1477	2	HO	FAD:protein FMN transferase ApbE	ApbE		23558683;30154099	1VRM
group_1931	WP_004683161	COG0637	0	G	Beta-phosphoglucomutase, HAD superfamily	YcjU		29684280	3E58
group_1934	WP_002963616	COG0236	0	I	Acyl carrier protein	AcpP	Fatty acid biosynthesis		1ACP
group_1935	WP_002963610	COG0238	0	J	Ribosomal protein S18	RpsR	Ribosome 30S subunit		4V4H
group_1936	WP_002963604	COG1286	0	FM	Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation	CvpA		27795353	
group_1937	WP_002963597	COG3895	0	M	Membrane-bound inhibitor of C-type lysozyme	MliC			2F09
group_1939	WP_004683075	COG1741	0	R	Redox-sensitive bicupin YhaK, pirin superfamily	YhaK		18561187	1J1L
group_1940	WP_004683061	COG0406	0	G	Broad specificity phosphatase PhoE	PhoE			1EBB
group_1942	WP_002963542	COG5336	0	C	FoF1-type ATP synthase AtpZ/Atp1/AtpQ subunit, putative Ca2+/Mg2+ transporter	AtpZ	FoF1-type ATP synthase	12917488;23123906	
group_1943	WP_004682961	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1946	WP_004682929	COG5342	0	R	Invasion protein IalB, involved in pathogenesis	IalB			3DTD
group_1947	WP_004682925	COG3938	0	E	Proline racemase/hydroxyproline epimerase	PrdF		17849014	1TM0
group_1948	WP_004682905	COG4782	0	R	Esterase/lipase superfamily enzyme				
group_1949	WP_004682898	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_195	WP_002965858	COG1173	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppC			
group_1950	WP_002963486	COG3306	0	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family				
group_1951	WP_002963480	COG2197	0	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
group_1952	WP_004682884	COG3502	0	S	Uncharacterized conserved protein, DUF952 family				2JQN
group_1953	WP_002963470	COG0717	1	F	dCTP deaminase	Dcd	Thymidylate biosynthesis		1XS1
group_1955	WP_002967400	COG3608	0	R	Predicted deacylase				3CDX
group_1956	WP_010658102	COG0831	0	E	Urease gamma subunit	UreA			1A5K
group_1957	WP_002965665	COG1402	0	H	Creatinine amidohydrolase/Fe(II)-dependent FAPy formamide hydrolase (riboflavin and F420 biosynthesis)	ArfB	Riboflavin/FAD biosynthesis		1J2T
group_196	WP_004686712	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1960	WP_002972125	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1963	WP_004682343	COG2186	0	K	DNA-binding transcriptional regulator, FadR family	FadR			1E2X
group_1964	WP_002968564	COG3758	0	S	Various environmental stresses-induced protein Ves (function unknown)	Ves		14499931	1YLL
group_1965	WP_004682316	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_1967	WP_004682281	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_1969	WP_004682276	COG2346	0	P	Truncated hemoglobin YjbI	YjbI			1DLW
group_197	WP_004686741	COG0033	0	G	Phosphoglucomutase/phosphomannomutase	Pgm		30938049	1C47
group_1971	WP_004684835	COG2802	0	S	Uncharacterized conserved protein, LON_N-like domain, ASCH/PUA-like superfamily	LON/PUA			1ZBO
group_1972	WP_002965755	COG2835	0	J	RNA methyltransferase activator Trm112/YbaR	Trm112		27986851;30010922	2KPI
group_1974	WP_002968543	COG3824	0	O	Predicted Zn-dependent protease, minimal metalloprotease (MMP)-like domain				3E11
group_1975	WP_002965774	COG0158	0	G	Fructose-1,6-bisphosphatase	Fbp	Gluconeogenesis		1BK4
group_1977	WP_011005608	COG0382	1	H	4-hydroxybenzoate polyprenyltransferase	UbiA	Ubiquinone biosynthesis	28830929	4OD4
group_1977	WP_011005608	COG0560	1	E	Phosphoserine phosphatase	SerB	Serine biosynthesis		3N28
group_1978	WP_004682216	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_1981	WP_002965811	COG3600	0	X	Uncharacterized phage-associated protein, contains DUF4065 domain	GepA			
group_1982	WP_002965798	COG1637	3	L	Endonuclease NucS, RecB family	NucS			2VLD
group_1982	WP_002965798	COG3586	1	R	Uncharacterized protein domain, C-terminal to COG1479 DNAse/DNA nickase			17188297;32251370	
group_1984	WP_004681866	COG4166	0	E	ABC-type oligopeptide transport system, periplasmic component	OppA			1B05
group_1986	WP_002966125	COG1320	0	P	Multisubunit Na+/H+ antiporter, MnhG subunit	MnhG			6CFW
group_1987	WP_002966126	COG2212	0	P	Multisubunit Na+/H+ antiporter, MnhF subunit	MnhF			6CFW
group_199	WP_004685524	COG0741	1	M	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	MltE			153L
group_1990	WP_002966140	COG0332	0	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7
group_1991	WP_002971258	COG1566	0	V	Multidrug resistance efflux pump EmrA	EmrA			4TKO
group_1992	WP_004681837	COG1116	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	TauB			
group_1993	WP_004681835	COG1917	0	R	Cupin domain protein related to quercetin dioxygenase	QdoI			2H0V
group_1994	WP_002966162	COG0842	1	V	ABC-type multidrug transport system, permease component	YadH			
group_1995	WP_002966169	COG2391	0	R	Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains	YedE			
group_1996	WP_002966173	COG0242	0	J	Peptide deformylase	Def			1BS4
group_1997	WP_004681802	COG1208	2	JM	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	GCD1			6JQ8
group_1998	WP_002971358	COG1434	0	M	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	ElyC		24391520	3CA8
group_1999	WP_011005726	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_20	WP_006256613	COG3108	1	S	Uncharacterized conserved protein YcbK, DUF882 family	YcbK			
group_200	WP_004681685	COG3258	0	P	Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain	TsdA		32457501	
group_2001	WP_002966200	COG1173	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppC			
group_2002	WP_004681729	COG1062	0	C	Zn-dependent alcohol/formaldehyde dehydrogenase	FrmA			1A71
group_2003	WP_002966209	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
group_2004	WP_004681687	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_2009	WP_002966254	COG4803	0	S	Uncharacterized membrane protein				
group_2012	WP_002964944	COG0527	0	E	Aspartate kinase	MetL1	Lysine biosynthesis		2CDQ
group_2013	WP_004684402	COG2227	0	H	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	Ubiquinone biosynthesis		1BHJ
group_2014	WP_004684405	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_2015	WP_002964948	COG0388	0	C	Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate	Nit2		28373563	
group_2017	WP_004684413	COG1040	0	R	DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain	ComFC		28618091	
group_2019	WP_002964960	COG2350	0	QR	YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis	YciI		15779043;23955343	1MWQ
group_2020	WP_004684426	COG3897	0	O	Protein N-terminal and lysine N-methylase, NNT1/EFM7 family	Nnt1		23349634;26545399	3BZB
group_2021	WP_002966992	COG0479	0	C	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	SdhB/FrdB	TCA cycle		6LUM
group_2023	WP_004685219	COG0640	1	K	DNA-binding transcriptional regulator, ArsR family	ArsR			3F6V
group_2025	WP_004684456	COG0567	0	C	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	SucA	TCA cycle		2JGD
group_2028	WP_004684460	COG0253	0	E	Diaminopimelate epimerase	DapF	Lysine biosynthesis		1BWZ
group_2029	WP_011004958	COG2917	0	D	Intracellular septation protein A	YciB			
group_203	WP_005968561	COG3617	0	X	Prophage antirepressor				
group_2032	WP_004684476	COG0252	0	JE	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	AnsA			1ZQ1
group_2033	WP_002965027	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_2035	WP_002965044	COG1295	0	S	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	BrkB			
group_2036	WP_004684487	COG0079	0	E	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	HisC	Cobalamine/B12 biosynthesis		4R2N
group_2037	WP_004684488	COG0287	0	E	Prephenate dehydrogenase	TyrA	Aromatic amino acid biosynthesis		2F1K
group_2038	WP_002969498	COG1434	1	M	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	ElyC		24391520	3CA8
group_2039	WP_002965069	COG3786	0	M	L,D-peptidoglycan transpeptidase YkuD, ErfK/YbiS/YcfS/YnhG family			16647082	
group_2047	WP_002965175	COG0135	0	E	Phosphoribosylanthranilate isomerase	TrpF	Aromatic amino acid biosynthesis		1DL3
group_2049	WP_004684567	COG5470	0	S	Uncharacterized conserved protein, DUF1330 family				
group_205	WP_002966547	COG0022	1	C	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	AcoB	Pyruvate oxidation		2OZL
group_205	WP_002966547	COG1071	1	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	AcoA	Pyruvate oxidation		1DTW
group_2052	WP_002965221	COG1396	0	K	Transcriptional regulator, contains XRE-family HTH domain	HipB			1ADR
group_2055	WP_002971804	COG0735	0	P	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	Fur			1MZB
group_2057	WP_002965239	COG1052	0	CHR	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	LdhA	Pyridoxal phosphate biosynthesis		1DXY
group_2058	WP_002968054	COG1846	2	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_2059	WP_002965244	COG3847	3	UW	Flp pilus assembly protein, pilin Flp	Flp			
